route name,sector name,grade,ascents,stars
Cristal,Unknown Crag,6C,2,0
Sensacion,Unknown Crag,7A,2,0
Sombrero,Unknown Crag,6B,2,5
Comedia,Techos 1,6B,2,5
Miraculix,Techos 2,5A,2,5
El salmonete,Peninsula,7A,2,3
Dr. Zoidberg,La fuente,7B,2,0
Mutilado,Valle de la madera,6C+,2,4
Sifòn,SOL,6B+,2,1
Gorila,Parking,6A,2,3
Gravitacion,Unknown Crag,7A+,2,5
Pluto,Techos,5A,2,5
El reloj solar,Unknown Crag,5C,2,5
Mestalla,Valle de la madera,6C,2,0
elber,Tierra media,7A,2,5
tec-b25-l2,Techos,6B,2,5
ena-b6-l1,Entreaguas,6B+,2,3
el filtro magico,Techos,7A,2,5
Esmeralda,Valle de la madera,7A,2,0
Bazocka,Tierra media,7C,2,4
El osero,Unknown Crag,7C,2,5
B18 L4,Peninsula,6C,2,0
Ilusión,Techos 1,6B,2,0
Golosina,Unknown Crag,6B,2,0
El dado,Techos,6A,2,0
N.N.,Las colmenas,7C,2,5
zarzamora top out,Aeroline,7A,2,2
supernafa macho,Techos,7B+,2,5
hercules,Valle de la madera,7A,2,3
Homo Hergaster,Unknown Crag,7C+,2,3
El jacuzzy,Arrastradero,6B+,2,0
Mantle,Unknown Crag,6C,2,5
Contusión,Arrastradero,5B,2,5
El rompehombros,Techos 2,7A+,2,5
Maldito duende,Unknown Crag,7B+,2,0
Figure Four,Unknown Crag,6B+,2,0
la buena educación,Peninsula,6B+,2,4
N.N. (Boulder 10-B),SOL,5B,2,3
N.N. (Boulder 11-G),Peninsula,6A+,2,5
N.N. (Boulder 12-A),Parking,6A,2,4
A,Arrastradero,6A+,2,5
a bit morpho,Peninsula,7A,2,0
N.N. 4,Peninsula,5C,2,1
N.N. 10,Psicokiller,5A,2,3
Arista Madridista,Arrastradero,7A+,2,5
N.N. (Boulder 16-c),Techos 2,5A,2,1
N.N. 7,Techos 1,6A+,2,3
Bulder 5 línea a. En buldertopo,Aeroline,7A,2,1
Lord luna,Techo don pepo,6B+,2,0
N.N. (2b),Aeroline,6C,2,5
N.N. (13g),Techos 1,6A,2,0
N.N. (1c),Techos 2,6C+,2,3
39 a,Arrastradero,5C,2,0
7 a,Aeroline,6A,2,5
Travesía de los Dioses,Aeroline,7C,2,4
Sloper Trav,Aeroline,7C+,2,5
Ineschakara,Arrastradero,7C,2,0
N.N. (boulder 42 b),Arrastradero,7B+,2,3
N.N. (boulder 43 c),Arrastradero,7A+,2,0
techo de don pepo,Techo don pepo,7B,2,5
N.N. (Boulder 3/f),Psicokiller,6C,2,0
N.N.,Masia,7A+,2,5
"Jabaloyas, sit",SOL,7B+,2,5
el Jacuzzi,Arrastradero,6A,2,4
techito,Arrastradero,6B+,2,3
La raica,Cabrerizo,6A+,2,5
Techno Don Pepo,Cabrerizo,7A,2,3
el Ladrón de Bicicletas,Unknown Crag,7B+,2,5
campanario,Unknown Crag,7B,2,5
T'assllomaras,Cabrerizo,6B+,2,4
Zombie Nation (a.k.a. Core Core Que Te Pillo),Arrastradero,7C,2,5
el concilio,Arrastradero,7C,2,5
nose,Techos,6B+,2,5
Travesia del Techos,Techos,7B,2,3
N.N.,Aserradero,6C,2,5
El acertijo,El corralito,7C+,2,0
Jesusico de mi vida,Unknown Crag,6C+,2,5
PEN-B17-L2,Peninsula,7A+,2,5
tecb18l5,Techos,6B+,2,5
Sagu,Tierra media,7A,2,5
Motivos Personales,La peninsula,7B+,2,5
Colorado spring,Colmenas,6B,2,3
PEN-B18-L9,Unknown Crag,7B,2,3
N.N.,Techos,6B+,2,3
ARR-B62-L2,Unknown Crag,7A,2,0
PEN-B10-L1,Peninsula,7A+,2,4
PAR-B18-L5,Parking,4C,2,0
B48-L2,Techos,3A,2,3
ACA-B6-L1,Acantilados,6B+,2,0
PAR-B17-L8,Unknown Crag,6B,2,3
robin,Unknown Crag,8A,2,3
variante cobra,Techos,7A+,2,0
PEN-B2-L3,Peninsula,6A+,2,4
Saca al tarao Sam,Entre aguas,5C,2,0
ARR-B21-L1,Unknown Crag,6A,2,3
LAF-B1-L1,Unknown Crag,6B,2,5
N.N. (Boulder 11-F),Peninsula,6A,2,0
N.N. (Boulder 21-C),Peninsula,6B+,2,3
N.N. (Boulder 15-E),Techos 1,6A,2,5
N.N. (Boulder 12-B),Parking,6C,2,0
Kompacto,Peninsula,5B,2,5
N.N. (Boulder 16-b),Techos 2,5B,2,1
N.N. (Boulder 7-b),SOL,5B,2,5
LENPOTRAMENT DEL LAMENT,Arrastradero,6C+,2,0
N.N. (Boulder 12 c),Parking,6A,2,0
alto copete,Techos 2,7A,2,0
gorilla,Techos,6C,2,5
N.N. 20,Arrastradero,7C,2,3
N.N. (2a),Techo don pepo,6C,2,3
N.N. (7d),Techos 1,6A+,2,2
N.N. (16e),Techos 2,6C,2,3
sd,SOL,6B,2,3
Maguila,Techos,7C+,2,5
Travesia Romos,Techos,7C,2,3
N.N.,Techos 1,5C,2,5
La Comunidad,la masia,7C,2,5
N.N. (boulder 35-b),Arrastradero,5C,2,3
Variante Jabaloyas s.s.,SOL,7B,2,1
N.N. (Boulder 12/b),Parking,6C,2,1
travesia techo don pepo,Techo don pepo,7A,2,0
22 c,Arrastradero,7A,2,4
Revenge,La peninsula,7C+,2,1
El numerico la cabra,Tierra media,7B,2,0
Afro Pussy,Unknown Crag,7A+,2,1
roof,Unknown Crag,7B+,2,5
with a help from my little friends,Unknown Crag,7A,2,1
"Techo Don Pepo, derecha",Cabrerizo,7A,2,0
N.N.,el techo,7B+,2,3
Ninja te haces,Unknown Crag,7B+,2,3
N.N.,Acantilados,7A+,2,0
Musgosis,SOL,5C,2,3
Variante Jabaloyas,El Sol,7A+,2,0
Motivos personales (debout),Peninsula,7B+,2,0
N.N.,Los Madriles,7B+,2,0
Pinturas Bouldestres,Unknown Crag,7C+,2,4
N.N.,gorillaz,7A,2,1
El Liquen Bastardo,Arrastradero,7B,2,0
scratch,v.de la madera,7B,2,0
Grasshoper,Arrastradero,7B+,2,5
Rude Boy,Techos,7B+,2,3
Microclimax,Holzer,7A+,2,0
Right of La Campanario,Techos,7A,2,0
N.N.,Don Pepo,7A,2,0
SupernafoMacho,Techos 1,7B+,2,3
"N.N. (Boulder 5, a)",Aeroline,7A,2,0
manuchkra,Arrastradero,7B+,2,0
barano,Arrastradero,8A,2,3
14a,Techos,6B+,2,5
N.N. (Boulder 5 b),Aeroline,5C,2,0
separate reality,Peninsula,7A,2,0
slab long,Techo don pepo,6C,2,4
N.N. (boulder 48 n°B),Arrastradero,7A,2,1
Guebrantamentes stand,Techos 2,7A,2,3
N.N. (boulder 5-c),Aeroline,6A,2,0
N.N. (bloc 24 n° a),Arrastradero,6C+,2,0
La Astronave,Techos,7C+,2,4
ermitaño,Aeroline,7A+,2,5
N.N. (Boulder 5 c),Psicokiller,7B,2,5
N.N. (Boulder 3 c),Psicokiller,7A+,2,5
Chur,Unknown Crag,7C,2,5
La cena de los idiotas low,Peninsula,7B,2,3
el desperton,Unknown Crag,5B,2,3
N.N. 13,Parking,7A,2,2
BoulderTopo 52b,Arrastradero,5C,2,5
BoulderTopo 52a,Arrastradero,5B,2,5
Inneschakra,Unknown Crag,7C,2,3
Travesía de los dioses,Unknown Crag,7C+,2,0
Spindle,Unknown Crag,7B,2,5
..(Techos 2),Unknown Crag,7A,2,1
..(Masia),Unknown Crag,7A,2,0
..(Arrastradero),Unknown Crag,7A,2,5
Sur bloc 1,Parking,7A,2,5
El badajo,Techos 1,7A,2,4
Benzoná,Unknown Crag,7B+,2,0
galia sumergida,Peninsula,6C+,2,3
Vivo en el presente (brocken hold),Psicokiller,7C,2,5
N.N. (boulder 14 c),Techos,7A,2,2
N.N. (3f),Techo don pepo,6C+,2,5
N.N. (2b),Parking,7A,2,1
N.N. (13e),Peninsula,6C+,2,4
Calisca,Techos,6C,2,4
El Ejecutor SD,Arrastradero,7A,2,5
N.N. (5b),Techos 1,7A+,2,3
N.N. (11h),Peninsula,6A,2,0
travesia alta mala educacion,Peninsula,6C,2,0
Fotomatone,Techos,6A+,2,3
Arrobi,Unknown Crag,8A,2,3
Tiro al bidebo,Techos,7A+,2,2
La Ballena,Unknown Crag,7A,2,3
El techo del gandul,Unknown Crag,6B+,2,5
PAR-B15-L2,Unknown Crag,6C+,2,0
La bragueta de mi tutú,Tierra media,7A,2,0
La joya de la corona,Tierra media,6B+,2,1
detras de la piedra del plus,La fuente,7A,2,0
Highway to Heaven lance,Cabrerizo,7B,2,5
El crocodilo,Cabrerizo,6B+,2,4
ENA-B10-L3,Entreaguas,6C,2,3
ENA-B21-L3,Entreaguas,6C+,2,0
ENA-B21-L4,Entreaguas,7A+,2,3
TEC-B36-L6,Techos,7A,2,0
El Cascanueces,Tierra media,7A,2,3
Arr-B61-L10,Unknown Crag,6A+,2,4
Yaki Yaki,Unknown Crag,6C+,2,5
TMA-B12-L4,Unknown Crag,7A,2,4
COL-B12-L2,Mezquita,6A+,2,0
Motivos Personales (sit),Unknown Crag,7C+,2,0
Pen-B19-L1,Peninsula,6A+,2,5
PAR-B8-L2,Unknown Crag,6B,2,5
Zarzamora (stand),Unknown Crag,7A,2,0
Zooruyo conection,Unknown Crag,7B,2,5
El plus del autobes (sit),Unknown Crag,7B,2,3
PARB4L4,Parking,6B,2,5
Anubis extension,Valle de la madera,7C+,2,1
par b17 l8,Unknown Crag,6B,2,0
el murcielago direct,Unknown Crag,7B+,2,3
la trave de don pepo,Cabrerizo,7A,2,1
El intraveseable,T.Media,7B,2,0
Lance de Techos,Techos,7C,2,5
Leña al mono,Arrastradero,7A+,2,3
Es pa los niños,Acantilados,7B,2,0
Jitanik,Unknown Crag,7A+,2,3
El numerico la cabra,Unknown Crag,7B+,2,4
El libro,Unknown Crag,7C+,2,3
Techo Murcielago,Unknown Crag,7A,2,5
Psikokiller,Unknown Crag,7B,2,2
HEAD WALL,Unknown Crag,6C,2,5
percebe conexion,Unknown Crag,7A,2,0
Feeling Rewind,Unknown Crag,7C+,2,5
Molino del gato,Unknown Crag,6C+,2,5
zona parking,Unknown Crag,6A+,2,3
El Tirachinas,Unknown Crag,7A+,2,0
Techo,Unknown Crag,7C,2,5
orejas de regleta,Unknown Crag,8A,2,5
una trabve,Unknown Crag,6B,2,3
el hermitaño,Unknown Crag,7A+,2,0
El Superviviente,Unknown Crag,7B,2,5
El Megamantel,Arrastradero,7A,2,5
Obra de Arte,Unknown Crag,6A+,2,5
El Besabiceps,Unknown Crag,6A+,2,5
Desviación,Unknown Crag,6B+,2,5
Amor,Unknown Crag,7A,2,1
Isengard,T.Media,7A+,2,5
El Astronave,Unknown Crag,8A,2,5
adorador del sol,Aeroline,6A,2,5
Ratòn,Belleza,6B+,2,0
Megamantel,Arrastradero,6B,2,5
Flying Pig,Arrastradero,6B+,2,5
Gota con Botas,Techos 1,7A+,2,5
Imitacion,Techos,6B,2,5
Entrega,Techos,6A+,2,0
Rectangulos,Belleza,6C,2,5
Bestia,Belleza,7A,2,5
Estramonium,Techo don pepo,6B+,2,5
El Poseido,Cabrerizo,6A,2,5
ice t,Tierra media,7A+,2,5
Bleau Art,Entre aguas,6C+,2,0
Ultimo Estertor,Arrastradero,7A+,2,0
B53-L4,Arrastradero,6A,2,3
B17-L3,Techos,6C,2,1
B4-L1,Parking,6A+,2,3
Brutal,Parking,7A,2,5
Total Eclipse,Techos 2,7A+,2,5
La grima (sit),Arrastradero,6C,2,5
los cachas no se suben,La fuente,7B,2,5
El señor de los anillos,Tierra media,6B,2,3
Cristal,Tierra media,5C,2,5
B10-L2,Techos,6B,2,3
popey,Unknown Crag,7A,2,0
ojos negros,Unknown Crag,7B,2,1
Símbolo,Peninsula,6A,2,4
Arco Iris,Unknown Crag,6C,2,5
Sorpresa,Techos 1,7A,2,5
Bleau Art,Entreaguas,6C+,2,0
One Move,Aeroline,5C,2,3
Obra maestra,Peninsula,6B,2,1
Fly,Peninsula,6A+,2,1
PEN-B5-L9,Peninsula,5A,2,0
La rebelion del rebollon,El mirador,7A,2,4
Aventura,Psicokiller,6C,2,0
La victoria fácil,Entreaguas,6C+,2,0
Ocupación,Parking,4A,2,5
Gorrilas,Techos,7A+,2,5
Hueco,Peninsula,7A,2,5
Fiera,Arrastradero,7A+,2,3
L'emportament del lament,Arrastradero,7A,2,0
Sin analgesico,Arrastradero,7B,2,4
slabface,Peninsula,4A,2,1
El plus del autobus ss,La fuente,7A+,2,3
Fisura del Parking,Aeroline,6A+,2,5
Happy three friends,Psicokiller,6A+,2,5
Herkules,Valle de la madera,7A+,2,5
El filtro magico,Techos 2,7A,2,0
La Conquista,Tierra media,7B+,2,5
Jalea real,Colmenas,7B,2,5
dado,Techos,6C,2,3
la grieta s.s,Peninsula,7C,2,5
Arlequin,Peninsula,7A+,2,0
N.N.,Toros,7A+,2,0
ARR- B10- L7,Arrastradero,5C,2,3
El abejorro,Colmenas,7A,2,0
Cubalibre,Unknown Crag,6C,2,5
el mini varano,Arrastradero,7A,2,0
Sorpresa,Techos,7A,2,0
El recolector de citricos,Unknown Crag,7B,2,0
Chequilicuatre,Unknown Crag,7B+,2,3
Éomer,Unknown Crag,7A,2,0
Megalodon,Unknown Crag,7B,2,3
var. la rave,Parking,6B,2,0
VDM-B35-L1,Valle de la madera,6B,2,3
Fight club ss,Arrastradero,7C,2,0
ACA-B1-L2,Acantilados,6B+,2,3
ENA-B7-L4,Unknown Crag,6C,2,3
Los Delinqüentes,Tierra media,7B,2,3
orejas de las regletas,Unknown Crag,8A,2,0
MIR-B1-L3,Mirador,6C+,2,3
la muerte de los enanos,Unknown Crag,7A+,2,0
TMA-B27-L2,Unknown Crag,7A+,2,3
ene-b13-l5,Entre aguas,6B,2,0
PSI-B14-L2,Psicokiller,7A+,2,0
TEC-B24-L1,Techos,6C+,2,5
Saltinbanqui,Cabrerizo,7B,2,0
Langosta,Psicokiller,7A,2,0
Psicokiller (direct),Psicokiller,7B,2,5
R y K,Psicokiller,7C+,2,4
La campana (de pie),Techos,7A+,2,5
Quebrantamentes (sit),Techos,7B+,2,4
Itchy,Techos,7A,2,0
N.N.,valle de madeira,7A,2,3
Fido Dido,Unknown Crag,7C,2,1
Lordface,Peninsula,5B,2,0
Eclipse derecha,Unknown Crag,8A,2,0
Percebe connection,Unknown Crag,7A,2,0
Evolution izquierda,Unknown Crag,7C,2,0
Percebe Conexion,Psicokiller,7A+,2,0
ARR-B28-L5,Arrastradero,6A+,2,5
PAR-B18-L4,Parking,5B,2,5
astrolabio,Unknown Crag,7C,2,0
camino del exceso,Unknown Crag,8A,2,5
Super Girl,Unknown Crag,7B,2,0
El choco chino,Unknown Crag,6C,2,5
la letrina(direct),Parking,6C,2,5
N.N.,Parking,6A+,2,4
Sin patas,Unknown Crag,7A,2,3
PSI-B5-L1,Unknown Crag,7B+,2,5
Heriotzaruntz,La fuente,7B+,2,3
TEC-B39-L2 (sit),Techos,7C,2,5
dos mandingas un destino,Entre aguas,7B,2,5
PAR B12-L1,Parking,6C,2,4
Monkey life,Bezas,7A,2,5
TEC-B12-L1,Unknown Crag,7A,2,5
ENA-B8-L3,Entre aguas,7C,2,5
Merinano de Greenwich,Mirador,7A,2,3
ACA-B7-L1,Acantilados,6C,2,5
ARR-B72-L1,Arrastradero,5C,2,0
Bonita (sit start),Parking,6B,2,5
ARR-B67-L3,Arrastradero,6B,2,5
PSI-B10-L4,Unknown Crag,7A+,2,1
PSI-B9-L4,Unknown Crag,6C,2,3
metodo granados,Parking,6B+,2,5
B26-L1,Techos,6B,2,1
B3-L12,Psicokiller,6C+,2,5
Los trajes de camps,Psicokiller,6C+,2,0
B5-L7,Peninsula,6C,2,0
Anogamba,Techos,6C+,2,4
la letrina,Parquing,6C,2,0
Jirafa,La fuente,7B,2,4
N.N.,PSYCO KILLER,6C+,2,0
Hombres,Valle de la madera,4A,2,5
ENA-B36-L1,Entre aguas,6C,2,5
PEN-B14-L1,Peninsula,6A,2,5
col-b21-l1,Unknown Crag,7B+,2,0
La campana de pie,Techos,7A+,2,0
PEN-B3-L2,Peninsula,5A,2,3
pez fugo,Cabrerizo,6B+,2,5
kukutza,Arrastradero,6C,2,4
El Christo,Unknown Crag,7B,2,0
N.N. (Boulder 15-E),Techos 1,6A,2,0
N.N. (Boulder 12-B),Parking,6C,2,0
Kompacto,Peninsula,5B,2,3
N.N. (Boulder 16-b),Techos 2,5B,2,3
N.N. (Boulder 7-b),SOL,5B,2,0
LENPOTRAMENT DEL LAMENT,Arrastradero,6C+,2,3
N.N. (Boulder 12 c),Parking,6A,2,3
alto copete,Techos 2,7A,2,5
gorilla,Techos,6C,2,5
N.N. 20,Arrastradero,7C,2,5
N.N. (2a),Techo don pepo,6C,2,5
N.N. (7d),Techos 1,6A+,2,0
N.N. (16e),Techos 2,6C,2,2
sd,SOL,6B,2,0
Maguila,Techos,7C+,2,1
Travesia Romos,Techos,7C,2,2
N.N.,Techos 1,5C,2,3
La Comunidad,la masia,7C,2,3
N.N. (boulder 35-b),Arrastradero,5C,2,2
Variante Jabaloyas s.s.,SOL,7B,2,0
Pim Pom,CHAMPIÑONES,7C,2,1
pinturas buldestres,pinturas buldestres,7C+,2,0
Tec-b7-l1,Arrastradero,6A,2,4
Tec-b7-l2,Techos,6B,2,1
Tecb17l3,Techos,6C,2,0
Keteanima,Tierra media,7A+,2,1
Trave de la freska,La fuente,7A+,2,5
ARR-B33-L3,Arrastradero,5A,2,1
RK,Unknown Crag,7C+,2,0
Gatoruga,Parquing,7A,2,3
PAR-B19-L3,Unknown Crag,7C+,2,3
Bloque 5.2,Cabrerizo,6A,2,0
Vomitador,Arrastradero,6C+,2,3
pinturas,Pinturas,7C+,2,0
N.N. (5c),Aeroline,6A,2,0
16b,Techos 2,5B,2,0
N.N. (1A),Aeroline,7C,2,4
tonico efervecente,Arrastradero,7A,2,1
Homorgaster,Unknown Crag,8A,2,0
Iberian airlines,Unknown Crag,6C+,2,0
Grasshoper,Arrastradero,7B+,2,5
Rude Boy,Techos,7B+,2,3
Microclimax,Holzer,7A+,2,0
Right of La Campanario,Techos,7A,2,0
N.N.,Don Pepo,7A,2,0
SupernafoMacho,Techos 1,7B+,2,3
"N.N. (Boulder 5, a)",Aeroline,7A,2,0
manuchkra,Arrastradero,7B+,2,0
barano,Arrastradero,8A,2,3
14a,Techos,6B+,2,5
N.N. (Boulder 5 b),Aeroline,5C,2,0
separate reality,Peninsula,7A,2,0
slab long,Techo don pepo,6C,2,4
N.N. (boulder 48 n°B),Arrastradero,7A,2,1
Guebrantamentes stand,Techos 2,7A,2,3
N.N. (boulder 5-c),Aeroline,6A,2,0
N.N. (bloc 24 n° a),Arrastradero,6C+,2,0
La Astronave,Techos,7C+,2,4
ermitaño,Aeroline,7A+,2,3
N.N. (Boulder 5 c),Psicokiller,7B,2,5
Par B1 L1,Parking,6A,2,5
Par B1 L8,Le solitaire,5C,2,5
ENA-B5-L2,Entreaguas,6A,2,5
ENA-B13-L3,Entreaguas,6B,2,3
TEC-B25-L1,Unknown Crag,5C,2,5
Lucky Luke,Bezas,7A+,2,3
Daño Colateral,La peninsula,7B,2,3
Bloque 5.3,Cabrerizo,6A,2,0
Bloque 5.1,Cabrerizo,6A,2,5
nose,Psicokiller,7B,2,5
N.N. (boulder 43 B),Arrastradero,7B+,2,0
b13 n°c,Techos,7A,2,5
3f,Techo don pepo,6C,2,5
N.N. (Bloc 1-3),Entre aguas,6A+,2,3
N.N. (Bloc 13-4),Entre aguas,6B,2,3
Salamandra,Arrastradero,6B+,2,3
Petit chakra,Arrastradero,7A,2,0
N.N. (Bloc 1-c),Techos 2,6C,2,5
N.N. (Bloc 2-D),Techo don pepo,6B+,2,1
N.N.,Parking,5C,2,5
N.N. (2b),Parking,7A,2,1
N.N. (13e),Peninsula,6C+,2,4
Calisca,Techos,6C,2,4
El Ejecutor SD,Arrastradero,7A,2,5
N.N. (5b),Techos 1,7A+,2,3
N.N. (11h),Peninsula,6A,2,0
travesia alta mala educacion,Peninsula,6C,2,0
Fotomatone,Techos,6A+,2,3
Arrobi,Unknown Crag,8A,2,3
Tiro al bidebo,Techos,7A+,2,2
La Ballena,Unknown Crag,7A,2,3
El techo del gandul,Unknown Crag,6B+,2,5
PAR-B15-L2,Unknown Crag,6C+,2,0
La bragueta de mi tutú,Tierra media,7A,2,0
La joya de la corona,Tierra media,6B+,2,1
detras de la piedra del plus,La fuente,7A,2,0
Highway to Heaven lance,Cabrerizo,7B,2,5
El crocodilo,Cabrerizo,6B+,2,4
ENA-B10-L3,Entreaguas,6C,2,3
ENA-B21-L3,Entreaguas,6C+,2,0
camino del exceso,Colmenas,8A,2,0
ARR-B19-L2,Arrastradero,6A,2,0
Suicidio,Peninsula,6C,2,2
Cristal,Unknown Crag,6C,2,4
Sensacion,Unknown Crag,7A,2,3
Sombrero,Unknown Crag,6B,2,0
Comedia,Techos 1,6B,2,0
Miraculix,Techos 2,5A,2,3
El salmonete,Peninsula,7A,2,4
Dr. Zoidberg,La fuente,7B,2,3
Mutilado,Valle de la madera,6C+,2,1
Sifòn,SOL,6B+,2,2
Gorila,Parking,6A,2,5
Gravitacion,Unknown Crag,7A+,2,0
Pluto,Techos,5A,2,0
El reloj solar,Unknown Crag,5C,2,5
Mestalla,Valle de la madera,6C,2,0
elber,Tierra media,7A,2,0
tec-b25-l2,Techos,6B,2,5
ena-b6-l1,Entreaguas,6B+,2,0
el filtro magico,Techos,7A,2,3
Esmeralda,Valle de la madera,7A,2,0
Bazocka,Tierra media,7C,2,3
El osero,Unknown Crag,7C,2,4
B18 L4,Peninsula,6C,2,3
Ilusión,Techos 1,6B,2,5
Golosina,Unknown Crag,6B,2,2
El dado,Techos,6A,2,5
N.N.,Las colmenas,7C,2,0
zarzamora top out,Aeroline,7A,2,5
supernafa macho,Techos,7B+,2,5
hercules,Valle de la madera,7A,2,3
Homo Hergaster,Unknown Crag,7C+,2,0
El jacuzzy,Arrastradero,6B+,2,5
Mantle,Unknown Crag,6C,2,5
Contusión,Arrastradero,5B,2,3
El rompehombros,Techos 2,7A+,2,0
Maldito duende,Unknown Crag,7B+,2,5
Figure Four,Unknown Crag,6B+,2,4
TMA-B25-L1,Unknown Crag,7B,2,3
El Besabiceps,Unknown Crag,6A+,2,1
Desviación,Unknown Crag,6B+,2,0
Amor,Unknown Crag,7A,2,3
Isengard,T.Media,7A+,2,0
El Astronave,Unknown Crag,8A,2,4
adorador del sol,Aeroline,6A,2,3
Ratòn,Belleza,6B+,2,1
Megamantel,Arrastradero,6B,2,5
Flying Pig,Arrastradero,6B+,2,0
Gota con Botas,Techos 1,7A+,2,0
Imitacion,Techos,6B,2,0
Entrega,Techos,6A+,2,5
Rectangulos,Belleza,6C,2,3
Bestia,Belleza,7A,2,0
Estramonium,Techo don pepo,6B+,2,5
El Poseido,Cabrerizo,6A,2,5
ice t,Tierra media,7A+,2,5
Bleau Art,Entre aguas,6C+,2,0
Ultimo Estertor,Arrastradero,7A+,2,0
B53-L4,Arrastradero,6A,2,3
B17-L3,Techos,6C,2,0
B4-L1,Parking,6A+,2,0
Brutal,Parking,7A,2,0
Total Eclipse,Techos 2,7A+,2,0
La grima (sit),Arrastradero,6C,2,3
los cachas no se suben,La fuente,7B,2,0
El señor de los anillos,Tierra media,6B,2,0
Cristal,Tierra media,5C,2,0
B10-L2,Techos,6B,2,5
popey,Unknown Crag,7A,2,3
ojos negros,Unknown Crag,7B,2,1
Símbolo,Peninsula,6A,2,3
Arco Iris,Unknown Crag,6C,2,5
Sorpresa,Techos 1,7A,2,3
Bleau Art,Entreaguas,6C+,2,0
One Move,Aeroline,5C,2,5
Obra maestra,Peninsula,6B,2,3
Fly,Peninsula,6A+,2,5
PEN-B5-L9,Peninsula,5A,2,0
La rebelion del rebollon,El mirador,7A,2,0
PEN-B17-L2,Peninsula,7A+,2,0
tecb18l5,Techos,6B+,2,3
Sagu,Tierra media,7A,2,0
Motivos Personales,La peninsula,7B+,2,4
Colorado spring,Colmenas,6B,2,3
PEN-B18-L9,Unknown Crag,7B,2,5
N.N.,Techos,6B+,2,0
ARR-B62-L2,Unknown Crag,7A,2,5
PEN-B10-L1,Peninsula,7A+,2,5
PAR-B18-L5,Parking,4C,2,3
B48-L2,Techos,3A,2,0
ACA-B6-L1,Acantilados,6B+,2,0
PAR-B17-L8,Unknown Crag,6B,2,5
robin,Unknown Crag,8A,2,1
variante cobra,Techos,7A+,2,0
PEN-B2-L3,Peninsula,6A+,2,0
Saca al tarao Sam,Entre aguas,5C,2,0
ARR-B21-L1,Unknown Crag,6A,2,0
LAF-B1-L1,Unknown Crag,6B,2,0
N.N.,Arrastradero,6B,2,0
TEC-B39-L1,Techos,5C,2,3
Psicokiller direct,Unknown Crag,7B,2,0
Saltobase,Unknown Crag,7A,2,5
fan de la felpa,La fuente,7B+,2,0
Techo don pepo,Cabrezio,7B,2,0
ARR-B36-L2,Unknown Crag,6A+,2,0
TEC-B18-L7,Unknown Crag,6A,2,3
TEC-B18-L11,Unknown Crag,6A,2,0
TEC-B23-L2,Unknown Crag,6B,2,3
Desubitoplaf,Unknown Crag,6A,2,0
PAR-B15-L3,Unknown Crag,6B+,2,3
arr-b90-l4,Unknown Crag,8A,2,0
M. Periñan (Ongi etorri),Arrastradero,6C,2,3
Ena B-13-L7,Entre aguas,7A,2,3
Rubi,Arrastradero,4A,2,3
Faramir,Tierra media,6A,2,0
Guebrantamentes,Los techos,6C+,2,3
Canguro,Arrastradero,7A+,2,0
Sauron,Tierra media,6C+,2,3
¡Qué agustin!,Cabrerizo,3A,2,0
La travesia de don pepo,Cabrerizo,6C+,2,0
karusell,plato de sol,6C,2,0
ringbandkiller,plato de sol,6A+,2,4
Panorama,plato de sol,6A,2,0
ARR-B32-L6,Arrastradero,6A,2,0
B46-L2,Arrastradero,6A+,2,5
B18-L5,Techos,6B+,2,0
B18-L11,Techos,6A,2,0
Iman,Techos,6B+,2,0
Agüita,Unknown Crag,6C,2,0
Ben Zoná,Techos 1,7B,2,3
arrb36l3,Arrastradero,7B+,2,0
tecb17l2,Techos,7A+,2,5
Placa pasillo trasero Ramstein,Arrastradero,7A,2,0
B19-L1,Parking,6A,2,4
los trititeros,Arrastradero,7A+,2,0
TEC-B18-L12,Techos,6A+,2,5
Arrb88L2,Arrastradero,7A,2,0
TMA-B15-L2,Unknown Crag,6C+,2,3
PAR-B10-L2,Unknown Crag,6B+,2,3
Super Girl,Unknown Crag,7B,2,4
El choco chino,Unknown Crag,6C,2,4
la letrina(direct),Parking,6C,2,5
N.N.,Parking,6A+,2,3
Sin patas,Unknown Crag,7A,2,5
PSI-B5-L1,Unknown Crag,7B+,2,0
Heriotzaruntz,La fuente,7B+,2,0
TEC-B39-L2 (sit),Techos,7C,2,0
dos mandingas un destino,Entre aguas,7B,2,1
PAR B12-L1,Parking,6C,2,5
Monkey life,Bezas,7A,2,0
TEC-B12-L1,Unknown Crag,7A,2,5
ENA-B8-L3,Entre aguas,7C,2,1
Merinano de Greenwich,Mirador,7A,2,1
ACA-B7-L1,Acantilados,6C,2,3
ARR-B72-L1,Arrastradero,5C,2,0
Bonita (sit start),Parking,6B,2,5
ARR-B67-L3,Arrastradero,6B,2,5
PSI-B10-L4,Unknown Crag,7A+,2,1
PSI-B9-L4,Unknown Crag,6C,2,3
metodo granados,Parking,6B+,2,5
B26-L1,Techos,6B,2,1
B3-L12,Psicokiller,6C+,2,5
Los trajes de camps,Psicokiller,6C+,2,0
B5-L7,Peninsula,6C,2,0
Anogamba,Techos,6C+,2,4
la letrina,Parquing,6C,2,0
Jirafa,La fuente,7B,2,4
N.N.,PSYCO KILLER,6C+,2,0
Hombres,Valle de la madera,4A,2,5
